AFFX-r2-Ec-bioD-5_at,37145_at,37965_at,200821_at,200871_s_at,200946_x_at,201173_x_at,201202_at,201389_at,201522_x_at,201609_x_at,202459_s_at,202533_s_at,202635_s_at,202647_s_at,202764_at,203349_s_at,203427_at,203575_at,203625_x_at,203732_at,203781_at,204181_s_at,204433_s_at,204504_s_at,204597_x_at,204699_s_at,204738_s_at,204824_at,205096_at,205127_at,205144_at,205265_s_at,205294_at,205413_at,205457_at,205663_at,205801_s_at,205889_s_at,205981_s_at,206117_at,206287_s_at,206324_s_at,206351_s_at,206522_at,206567_s_at,206617_s_at,206799_at,206817_x_at,206963_s_at,207392_x_at,207473_at,207502_at,207648_at,207775_at,207787_at,207792_at,207897_at,208160_at,208216_at,208240_s_at,208260_at,208288_at,208612_at,208793_x_at,209029_at,209197_at,209393_s_at,209499_x_at,209544_at,210341_at,210626_at,210773_s_at,211124_s_at,211306_s_at,211341_at,211372_s_at,211647_x_at,211685_s_at,211855_s_at,212004_at,212048_s_at,212115_at,212323_s_at,212357_at,212415_at,212420_at,212492_s_at,212527_at,212601_at,212685_s_at,212818_s_at,213108_at,213384_x_at,213485_s_at,213611_at,214221_at,214655_at,214757_at,214796_at,214874_at,215080_s_at,215101_s_at,215157_x_at,215200_x_at,215456_at,215494_at,215687_x_at,215808_at,215833_s_at,216126_at,216320_x_at,216437_at,216727_at,216779_at,216787_at,216866_s_at,216933_x_at,217021_at,217306_at,217393_x_at,217434_at,217512_at,217645_at,217782_s_at,217895_at,217918_at,218379_at,218395_at,218603_at,218652_s_at,218677_at,219424_at,219536_s_at,219620_x_at,219792_at,220380_at,220525_s_at,221071_at,221130_s_at,221186_at,221306_at,221391_at,221525_at,221892_at,221913_at,222086_s_at,222165_x_at,222204_s_at,222294_s_at
11.95965063,2.211653941,7.427740246,10.44794073,12.88203352,10.11067905,10.6780631,9.383380298,8.743518334,11.04438729,9.099211031,9.283083722,4.297859041,10.59727044,7.119729669,7.08639103,9.675175508,7.363100974,7.286493076,7.629422196,8.535761378,10.48436978,8.260881908,6.348025222,8.293457854,5.96688493,7.075029825,7.847727628,6.173833014,6.777682717,6.483717445,5.431027842,7.008999984,6.717319989,4.485375301,7.510961919,6.233303304,7.306945724,5.216105596,7.816919644,7.234750383,6.869377924,7.142045773,5.926682639,4.283492158,8.844049774,7.667005066,3.694568225,7.476114317,4.983540897,6.354801226,5.798330522,0,7.985272714,1.472596944,4.868731207,4.925173429,5.640395345,0.001154026,6.457554895,6.419247289,8.289110539,4.783676656,11.48462153,7.516976413,9.191863641,7.470854067,9.104973465,8.203910777,4.913435182,0.275015394,4.7207053,5.303185285,4.285979181,2.377390325,4.351840308,4.016843937,5.348250127,8.386608355,6.830610274,7.59769504,10.45025243,10.21515681,8.033731331,7.366462105,7.648558916,9.075003075,7.279629151,8.05748818,7.416696208,9.981024921,8.560883055,4.611125155,6.949173047,8.573037416,6.43201734,6.937085399,2.470880416,6.01539275,4.527276813,5.672931611,3.565913949,2.074217691,12.78961719,10.9583062,6.458678926,3.412964391,5.027406218,6.006917343,6.691408538,7.868087905,8.422943575,6.234608614,3.846693885,1.087150506,6.109335483,3.213208839,4.092824782,3.63197732,4.066657543,6.489764486,4.316565743,5.320668794,6.548599998,8.22224428,8.434361346,10.92702976,8.081403545,6.71744338,10.82327169,9.636653619,11.27708394,5.032286018,5.885105754,8.099763331,6.460083963,5.538004193,10.41432584,6.098609046,3.872690884,4.949357503,6.365883218,5.778426752,4.727844235,8.42832667,6.823800302,3.965479555,8.42149683,7.862618762,7.977274199
11.70618517,2.684578642,7.421829205,11.42086553,11.22206432,8.956100225,9.105984438,8.661371949,9.212817354,9.738208819,8.656589325,7.485531483,5.456724026,9.605701739,6.965541892,6.400718938,7.460537807,7.03278411,7.789051036,7.778832785,8.038101413,10.02610842,8.964317761,4.96658274,7.448537589,6.840853439,6.852772929,7.279285561,5.551792841,7.108806696,6.15223616,6.537013341,6.634217155,7.637834817,4.757177965,5.166960425,6.031077543,5.901434116,6.061687646,6.413397756,5.618699704,5.941186145,6.377998265,5.53822774,3.403004522,8.19117275,5.114808429,4.148429805,7.434127784,5.516308322,6.412784912,5.638589407,0,8.857427441,4.102884847,4.640644063,5.655323203,6.176663856,0,5.935445604,7.325323446,8.662027431,4.756713759,10.0259147,6.806259604,9.698647374,7.037854403,7.688096413,6.050619233,2.581469358,0.467331657,4.178276429,6.758343157,4.976574433,1.851775022,4.11398381,3.897559913,6.296130653,6.624655108,6.728900066,7.785112393,9.221401033,9.889319907,7.583248282,7.61733522,6.830318715,8.144790781,7.760906197,7.755147965,6.678677597,10.6031163,8.929382697,6.031867136,6.9747702,7.611511763,7.532488402,7.551762085,3.000055903,3.311104895,4.575711679,5.75595577,4.710729304,3.306774064,11.78244133,10.31111253,7.123811021,4.713134902,5.532369953,6.453593301,7.208117279,9.101870648,7.463140148,6.990001823,3.973207154,0,6.026999191,4.131926908,4.166032493,3.177139643,3.989248023,6.762667726,4.136503127,5.482396564,6.890045348,7.485185284,8.194234829,9.763167541,9.209034143,8.050218703,10.10410073,8.740492501,11.06764947,3.996198906,6.123057773,7.364125898,7.394093935,6.352636718,9.637612057,6.282638106,0,6.635797915,7.409399423,6.181281485,3.597972079,8.090239477,6.647540453,3.762965311,8.715436966,6.936013618,8.837949547
11.44405204,5.658717052,7.920686319,9.62363462,12.67762496,10.30935129,10.24788006,8.521521924,9.116619477,10.49828079,8.973249638,8.566602082,5.535689071,10.07868455,6.101532424,6.768607806,10.13966646,7.107133363,8.029066319,7.781785901,7.579089615,9.958253996,8.674541863,5.629272096,7.791475493,6.437324297,6.856325922,6.946625601,5.986602068,6.677198134,6.703239158,5.973597501,6.139008961,7.336586893,3.843491476,5.075010565,6.240863823,6.47621803,5.61906374,6.552068074,5.58629938,6.681463321,7.569437926,6.203087585,3.462431925,8.820896939,6.699121269,3.654263672,7.945309218,5.343791542,6.070762835,5.727163522,0,8.172227468,3.429842225,5.671825509,5.135715442,5.559975078,0,5.527323736,7.000518375,8.342416962,5.150888632,11.18800769,7.273301409,8.39090839,7.656045816,7.82490784,8.898704163,4.265639423,2.9945399,3.723067022,5.86186358,5.322450977,1.232666896,3.545511279,3.435033793,5.801763964,8.091980096,6.86678437,7.714114982,10.06427122,10.89789082,8.749782293,7.682053541,7.347284737,9.2436786,7.510843272,7.890519652,7.156538193,10.31204341,8.821815429,5.675121509,7.729178861,8.215911521,6.945631111,6.987650574,3.290983148,5.045901604,4.180283147,5.415816119,3.593509148,4.179996644,12.83265469,10.59816419,6.820089589,3.509632509,5.45212755,5.825683882,6.651225378,8.354289058,10.01237313,6.540295455,4.160912123,1.226181729,6.159455619,2.180166961,4.13924027,2.712677212,3.843421123,6.544660025,4.770686355,5.240321963,6.93848576,7.824386003,7.978687582,10.53346601,8.152852681,6.78893362,9.135509219,9.241184741,11.03917267,4.518554022,5.924655758,7.761085772,6.32658049,5.80404323,9.291030223,6.374279644,1.64194364,5.255153236,6.311484951,5.987000181,3.87815639,8.236937413,7.115969592,4.233573663,8.418383936,7.741520918,7.642679914
10.01863139,6.00119649,8.207844058,9.038556899,12.89101469,10.9093831,9.486487124,8.73295429,9.00546736,10.74832705,9.006115656,8.974638291,4.48632823,9.162419024,7.149940143,6.310843594,7.596912786,6.689117414,7.943962338,7.265736926,7.702657543,9.687102692,8.631897314,6.088061011,8.15579982,6.71482248,6.295265682,7.48224327,6.376304277,6.189943132,7.074130756,6.536060673,6.154969964,7.717319989,3.270214954,8.786988345,6.576420855,6.249786632,5.284536342,5.87836732,4.76212022,5.87594221,8.142597235,7.158993346,3.551429884,9.170793863,3.262499307,4.621436529,7.769216343,5.942432398,5.719073892,5.476809377,0,8.987372032,2.889837578,3.571506928,5.264277443,6.383035487,0,5.194386532,7.594802313,8.450192622,5.847333014,10.55883203,7.530601415,9.403923808,7.885946459,8.524906016,8.75032177,4.774386475,1.790392551,4.055325824,7.049445627,5.615890016,2.702985492,3.420982213,4.690467382,5.842677192,7.445362541,7.023621303,7.768621038,9.278591165,9.981324672,7.084170592,7.846255104,7.544593572,9.11047809,7.657811472,8.475494313,7.5209879,10.82801745,8.394098223,5.444441794,6.586830783,8.548294044,7.307902059,6.604164752,2.297481981,2.990219715,5.477159211,5.233853557,4.981848088,4.87356223,12.11993647,9.206176777,6.962838181,4.638676283,5.552201827,5.814291494,6.911871308,9.127401134,6.810545929,6.515367113,2.478283288,0.320184266,6.592892023,3.164131383,3.047063694,3.834043709,3.687295891,6.584359749,4.422582866,5.915917611,7.210982981,7.998776572,7.637008805,10.91969761,8.492910685,6.483888313,9.101518767,8.889144956,10.55275554,5.298368721,5.845547758,8.462751732,6.667054756,6.675491345,9.101321781,5.137470735,1.93754402,5.830595064,7.460144593,6.294912934,2.820652804,8.498514167,6.988718766,4.43698132,8.477624715,6.217383897,8.313962304
10.7504139,5.876362232,8.224262204,8.009330375,12.03188726,9.35996035,9.903725219,7.408728842,9.903356175,10.3188817,9.241418351,8.506874827,4.475519442,7.522157782,7.751041874,6.042245966,7.852173668,4.640626712,7.929607573,7.539724919,6.718142397,9.290806813,9.03440282,7.539151055,7.885122841,5.435568592,6.076537718,7.509648342,6.86287288,6.700536819,6.782080881,6.262115522,6.54181217,6.878492393,4.397850868,8.211031668,6.207750371,4.81682495,5.64672142,6.130502609,5.275517415,6.510996721,6.918374307,5.126745766,3.558818643,8.985446351,5.420536298,4.139166582,7.210554462,5.803702345,5.095354823,6.36253301,1.739364244,9.458248698,3.30175005,1.449455727,5.27631427,6.269805545,0,6.672637487,6.634394332,8.377553265,3.627980303,9.915891327,8.374626553,8.749302962,7.938374017,8.82776505,8.003394227,4.086715841,1.049372872,4.322642052,6.675745375,5.089184561,1.321281623,4.306685127,4.770903028,6.898341392,6.852847819,6.874317463,7.517362315,9.901526132,9.846419662,6.414396034,7.75306963,7.373509016,9.408389188,8.446235549,8.329854628,7.250705821,10.90126666,8.366344073,4.880861811,6.601032356,8.350590065,7.722520671,5.956595703,2.608224951,3.902990051,3.96489762,5.700020721,5.001180723,3.379022025,12.06044601,9.430182805,7.319310838,2.142818577,5.337746767,5.359222452,6.616362108,8.803236725,7.708456267,6.462063774,2.241888984,0,6.973967084,4.902773044,4.266846496,3.471083385,3.101614781,5.91043047,3.878843028,4.621706117,7.369143638,8.656306869,7.464847939,10.85270896,7.774701418,5.627776076,8.499140308,7.661436085,9.690443287,4.178897854,6.285603812,9.202520572,6.266289943,5.955208169,9.72898677,4.525498885,0.083550111,5.948439657,7.24349772,5.704285474,2.798384443,8.121429909,6.634532284,4.33255041,8.845455551,4.264874171,6.0767643
10.33659582,5.377984388,8.324900589,8.826135322,12.3412158,9.52547187,9.134490496,7.993578134,9.302152232,10.65562911,8.779384493,8.730313886,5.3547977,10.20387408,6.972784542,6.23503771,7.610463845,6.774536707,8.07140873,7.05832732,7.472650228,9.589686722,9.203996397,5.745170091,8.303159708,8.69664071,6.082657888,7.077563467,6.812703577,6.559273067,6.914923239,7.0786632,6.134270234,7.337086645,4.14429115,7.743898641,6.283673649,6.292864555,5.72366504,6.347890617,4.512068826,6.745654158,7.315620569,5.774394382,3.007746276,8.410133309,3.55210651,4.261854219,7.552561516,5.756583008,6.160942367,5.551906631,4.315066214,9.651254444,2.798824032,3.073837367,4.344416645,6.199546717,0.014902699,5.107742262,7.741783805,8.280710463,2.192601346,11.49989072,6.972003304,8.340437648,8.263682346,8.277408298,8.406307064,4.452496599,4.113300436,4.324277773,6.721044488,5.876848421,3.426508986,3.787516048,3.755934412,6.891042423,7.547233878,7.050773755,7.572662335,9.287624661,9.150468287,7.336497634,7.987235584,7.337684336,8.485845406,8.023793157,8.618190927,7.535259822,11.31245757,8.518767229,5.531066373,6.483501413,8.445027265,9.846733056,6.457694421,2.940102838,3.095153089,4.625486761,5.047259175,3.567995611,4.08883699,12.40673383,9.109754927,7.46095548,4.293208606,4.255319441,6.586255838,7.181500152,9.920719066,7.490361541,5.748514904,3.654057403,2.517323572,6.398066428,3.235733186,3.238867856,2.828180669,4.025604694,6.724936709,3.752973326,5.21516603,8.057520672,8.054701987,7.090546486,10.09403809,8.37562595,7.241868778,9.909015502,8.984503907,6.95610313,4.779926799,6.234681416,8.000157786,6.543381428,5.554926464,9.833802483,5.088680132,1.234452269,5.765166069,7.342936915,6.507518758,5.284406786,8.455232682,6.201874944,4.629001003,8.433994303,5.824541301,7.536729005
10.51100147,6.364766763,7.467776707,8.048301587,12.55914284,8.80935656,9.60940039,7.279229836,9.391890133,10.6196606,8.714503119,7.265474403,4.576909062,8.46991039,4.876865607,6.645799633,9.168090411,3.623925374,7.867223132,6.385475905,6.882447416,10.08947696,8.823879895,5.949964409,8.140349218,6.680929104,6.334414531,6.278914019,8.028850901,6.407437733,6.704581515,6.701396573,6.438440907,7.668445374,3.960863815,4.860421562,5.707602092,4.181325221,5.858411252,5.984621248,5.406053605,6.648153343,6.794571825,5.797012978,3.412114887,8.197585307,5.325519538,4.381366443,7.430904107,5.388874896,4.441656104,6.179513041,0,8.895399573,2.748422589,4.84325528,5.323474556,6.287089924,0.002883329,5.087942246,7.175664313,8.31609595,4.857533193,10.6288556,7.785864374,8.783712011,7.691422497,8.501367486,8.705884621,5.165968199,2.093610879,3.342854802,6.974621084,5.143797467,2.71929079,1.432387559,3.86093301,6.064731988,6.39759763,7.24404981,7.769421335,9.467210181,10.5700644,6.371963039,7.668771549,6.91861283,8.313690276,8.841290721,9.470313155,6.572413743,11.04536379,8.211922354,5.834094288,7.17103665,9.180100608,7.392738147,5.136072415,2.277220065,3.979101607,4.4141423,3.893624319,4.864072211,4.077012218,12.31874615,9.022928136,6.883180903,5.490615054,5.628543235,5.903599905,6.82493329,8.699343408,9.884317071,6.23604673,3.912419935,3.006619385,6.846330333,4.937160748,3.90303827,4.072508875,3.345217518,6.854394678,4.598228219,5.270450452,7.516015147,8.376173153,7.201261378,10.73648649,7.76773424,5.634436445,7.891249048,8.056670226,10.8744973,5.248011035,6.072146542,8.375799688,6.857757111,6.138302523,9.968422004,5.655683839,4.594506749,5.9278301,7.400384225,6.689341099,3.753444085,8.097526525,7.006735614,4.582453638,9.317986864,5.64960109,7.451293549
10.64890579,2.968066784,8.672333403,7.316553072,12.31814452,8.200256175,9.920922972,10.34219693,8.932935181,11.68409988,9.423046558,7.187856804,5.199091224,10.02324149,7.026921754,6.28513955,9.503658805,5.81573424,7.896616979,6.420430188,7.406383604,8.820494916,8.34794021,5.340013855,8.369719474,7.913272408,7.223258422,7.237496798,7.842463492,6.953649379,5.747994214,6.751128932,7.181847963,7.531116292,3.400581647,7.311094357,6.406106342,3.32505823,5.963358519,6.164536906,5.585978041,6.030596517,7.028690698,6.47155004,1.26270375,9.694481517,4.490043784,4.414602371,7.648602055,5.217281132,6.525057193,6.218616511,1.331745339,9.277501289,2.788648129,5.061374433,6.195239313,6.099027936,0,5.694999948,7.005523501,8.165464795,5.129814655,10.6163191,8.530952487,8.708880408,8.897388681,8.479279073,4.791110781,4.021781738,5.81727789,4.747043604,6.170850434,3.724912159,2.435967228,7.389386119,3.330627235,6.372927728,9.417584621,7.016696878,7.354434529,9.168689666,10.83594775,7.274615768,9.005731204,7.787373692,7.770095622,8.762717549,8.153840795,7.204052659,10.8622499,9.202655245,6.23113476,7.277780227,9.070899119,7.339903435,6.457277445,0.703434749,4.278512647,5.115370399,4.801810516,4.978291745,5.165292934,12.74030992,9.464933684,7.397152644,4.835257128,6.155684478,6.219389265,7.375552105,8.820038516,8.758782859,6.560132563,2.848974402,2.180447065,6.693333619,4.430740226,3.024741645,3.431752649,3.625153573,6.603087737,5.046931904,5.526810632,7.944911141,8.177728476,8.35331888,12.58715165,8.129550921,6.210864177,8.063168547,9.089672926,8.754974328,4.881879931,5.953947308,6.858714593,6.775774869,5.344352727,9.741025346,5.009996526,0.009593334,6.304821305,7.440761221,5.990675822,1.662296662,7.877995718,6.791944272,5.027516803,8.741665849,6.741777065,5.970029942
9.632709901,5.477939553,7.700196937,8.709104496,12.00598237,9.148062145,10.90395714,10.04185077,8.695245694,10.56217563,9.955161662,8.371968265,7.495007544,9.972505988,8.903423966,5.360262427,8.648336009,5.280859834,8.495219462,9.748548447,7.882429074,10.54072863,8.107468185,7.945508215,8.319464394,7.499447297,7.241744865,6.862959642,8.596405958,6.470086156,6.457691138,6.476922759,7.150021409,7.98220073,4.226022926,5.437271024,5.597703977,3.989684003,5.226304288,7.95776373,7.075511239,6.20372582,5.922119335,7.933814562,3.426292937,8.385103115,3.147822785,4.114325376,6.969587981,5.563380864,5.798838544,5.875209948,0.765693434,8.670734135,3.266128372,4.326077085,5.59914816,6.280479418,0,7.035216995,6.156473474,8.161786932,3.381636388,10.3977388,7.787680589,8.544674706,8.147199836,9.795726369,6.356753023,4.31029649,3.413500662,3.766043843,5.85647782,4.448801862,3.562718664,4.181778407,4.775277097,6.01551541,7.345449603,7.261436789,7.945871022,9.677300336,9.823808262,6.953300165,7.982657097,7.994958676,8.561887432,8.136504152,8.314333994,6.997924634,10.31138504,8.836485939,5.409204222,7.633714548,8.620436122,6.523138494,6.513729175,3.499578047,4.407080775,5.335604733,6.009275502,4.34925911,5.818088733,11.73101349,9.435591093,6.840765337,4.513743385,5.571755677,6.300218925,6.524159296,8.617004553,8.116837772,5.964042767,3.852708021,3.422510208,6.695715489,4.067578489,2.82321946,3.392369634,4.490294144,7.429138892,5.058519983,5.676848477,7.556483063,9.678281461,8.223118417,11.22753171,7.900909062,7.480685201,8.44468363,9.200216933,7.342714736,5.185684215,6.392789656,7.875995026,6.473816129,6.17316342,10.34308576,5.552681392,0,6.229720574,7.469568561,5.94911934,0.97095302,7.952601484,6.557874146,4.620633327,8.103067453,6.082187371,5.331766116
9.402376842,3.908371003,7.878823414,8.636769608,12.53051851,7.715399212,11.04187814,7.41465987,8.917154241,10.87586452,9.384913231,8.958210488,3.597185506,8.720644429,6.455933765,6.79232179,9.219955011,5.986961512,7.483968904,8.103146155,7.037437135,9.210481407,9.070679126,6.578354575,8.355844392,3.722542529,5.757380675,7.199446599,7.899979187,6.753083005,6.539394587,6.643453622,6.643192397,7.306717932,4.301748587,8.777676143,6.115984152,4.41369562,6.246919173,5.789199749,5.368485508,6.795442284,7.229962775,6.367509108,3.005500596,9.321763528,3.218796664,4.511917072,7.810308134,5.731954356,5.579813723,6.099352019,3.372328095,9.428676317,3.309570575,4.945411061,5.499255935,6.535136933,0,6.705798245,7.257387843,8.340936068,5.949523261,10.63773884,7.602765663,8.744198105,7.912859404,8.657897198,8.259889173,4.256655937,2.800479581,3.877253454,6.853322033,5.151830411,1.988419297,4.297206093,4.628878557,6.87189292,6.646643667,6.997010074,7.182960395,10.15244964,11.4275957,7.324243565,7.870623642,7.061246968,8.850618175,8.64505313,8.07373456,7.133018878,10.73864963,8.518602016,6.277471533,7.428075375,8.402180689,7.572745695,6.856886121,3.75308033,4.156153882,4.973367898,4.820081928,3.877881643,4.358297791,12.19174399,10.01396466,7.355483246,3.856009624,6.142039645,6.264506406,6.725359441,8.927134975,8.172912493,6.704830475,3.320562659,1.306361411,7.09890586,4.174550233,3.368325557,3.784168921,3.380585393,6.49563441,5.554803705,5.42449553,7.901735785,7.817559307,7.773989734,11.17634147,8.392785364,6.734899258,8.491724851,8.59689043,11.71578186,4.516349299,5.633759587,8.811589837,6.71383326,5.999614478,9.534573302,5.468824398,0,6.156734355,7.540763498,6.169109247,3.658348604,8.568256368,6.784608674,4.696923028,8.762438516,6.76105917,7.985563046
9.657927558,3.712947883,8.157685462,7.429833524,12.41930713,9.724786677,9.90898549,7.388275655,8.841510884,10.77455647,9.25723225,8.412552911,4.920845878,7.831218557,4.751586904,6.569848015,9.245866405,4.388444432,8.446003902,5.797202384,6.91836238,9.814939691,8.495950937,4.749512815,8.191878443,4.95502911,6.100422658,6.184415194,7.000383165,6.615314766,6.805408548,6.961947389,6.9489512,7.732140285,4.856681985,6.97638655,5.940946629,4.409377358,5.936112585,5.67960114,5.52205261,6.426449274,7.665271954,6.551994273,1.565753134,8.167423164,5.529433678,4.596642997,7.911925222,5.789557119,4.894788667,6.362259466,1.355721084,9.022534268,2.661108817,5.075151798,5.625551051,6.696967526,0.000577128,7.168311086,7.449709928,8.345955162,2.739042301,10.60191004,7.998127791,9.082439148,8.073536421,8.991195857,8.935939977,4.193645601,1.573185451,5.596255366,7.105615227,5.621632864,2.071796986,4.547727434,4.601607385,6.241043126,7.665542002,6.895920579,7.816708493,9.823521693,10.03496399,6.46481854,7.197206862,7.240276162,7.683429784,7.847627419,8.143066832,6.891844447,10.94091551,8.381235778,6.119345801,7.059993325,8.38100211,7.795792918,5.941376321,3.598293736,4.927389241,5.311891783,4.900741246,3.958740616,5.757937979,12.35045305,8.801931414,7.183129171,5.003453822,4.950305099,6.672269749,7.245733329,8.757520021,8.661136757,6.802425891,3.775745903,3.594835149,7.003444827,4.362827537,4.12848313,4.557606145,4.088396048,6.657311303,5.5356362,5.448874528,7.468998667,8.145804806,7.954382453,10.70505347,7.520917206,4.704822177,7.919858473,8.438417618,10.72511911,5.201096671,5.607466439,7.9976142,7.244173525,6.301146796,9.461999133,5.624867086,2.44118333,5.45262179,7.584872329,6.106706352,2.220302091,7.789507562,6.920471958,5.328628258,8.319229536,5.521305197,6.827768225
10.17918756,6.535060706,8.147184569,9.701734441,12.44555808,10.10810622,9.784155503,8.863634967,9.619379995,11.01714246,8.754606951,8.133938494,5.512113085,9.826804273,6.789990019,6.292829593,8.203607396,5.883337332,7.87999364,7.127726128,7.41775127,10.25901349,8.922667647,6.181009099,8.010063683,7.772611496,6.407089275,6.825238663,5.697395752,6.231605208,6.752347192,6.566183456,6.410188441,7.402901207,4.66576795,7.741568106,6.029249675,6.393462537,5.496072414,6.800770504,4.713206403,5.98918216,7.29138254,5.881175155,3.360656438,8.847743286,5.49827321,2.580456668,7.631562693,5.734064666,5.826703553,5.719451798,3.354935893,8.747572022,3.495925362,4.818876119,5.258111837,6.602934872,0,5.538206008,7.476576108,8.4669778,2.85464601,11.24917865,7.411722822,8.686962676,7.91381093,8.991093792,8.97102616,4.437806991,0.703168047,4.951625093,6.708049252,5.762779327,1.131042856,4.186040926,4.945617066,6.267857859,7.95221124,6.941869254,7.501351562,9.270449517,9.815234375,7.319374069,7.755475147,7.334818523,8.812552775,8.433656375,8.716980609,7.93358444,10.90776196,8.605623966,5.561478892,6.798724514,8.703426056,7.9665862,6.534883346,2.020125233,4.02657877,4.42959588,4.705845234,4.471707725,4.286164057,12.19217875,10.49289467,6.991612543,4.809260082,5.680090828,6.027134142,6.98565981,8.987934745,7.437477445,6.448752314,3.467709877,1.146159903,6.251025978,3.731378774,1.77277669,2.234344964,3.935091955,6.558324275,4.630172459,5.17694504,7.30633516,7.316580224,7.627030404,10.65788112,8.403284767,6.642754993,9.462054364,9.26763645,10.17191485,5.145139401,5.991492368,7.618407528,6.74257218,5.852193648,9.764010692,5.979508653,0,6.210080996,7.132186094,5.686738622,4.605227626,8.975552809,6.763013132,5.066382006,8.237353386,6.494948362,8.321179503
10.02501495,5.399300999,7.700737937,8.796042854,12.17944574,8.846477645,9.903411914,9.449146581,8.756256077,11.0251811,8.761587798,7.85749587,6.131636811,10.48005302,7.277668658,5.323301608,8.607289622,5.448897648,8.00773372,8.43892489,7.223605964,10.55904243,8.556049991,6.177142434,9.00960191,8.553859646,7.14974712,6.846518389,7.001824756,6.413836068,6.534676398,6.666444163,6.336872487,6.943604911,4.508606126,8.700848886,5.500604497,5.234777203,5.37366561,6.419398997,5.432805779,5.993801147,6.240486069,6.312977317,2.772654248,8.486255817,2.758040884,4.224935505,7.364756259,5.471915779,5.622180704,5.417413734,1.355721084,9.402174293,2.831492201,4.834842658,5.342977792,6.122115658,0.000577128,6.176013534,7.55357554,8.043601512,2.773101746,11.37735696,7.328378729,9.005784528,8.878627262,8.823303543,6.924384975,4.936571986,5.157811757,4.704827709,6.918577055,5.352832663,2.772128472,5.093370024,5.717465315,6.054913579,7.508642569,6.837388252,7.341158521,10.02637128,9.647210161,6.473467107,8.058922543,7.518377768,8.437985048,8.772842393,8.566834177,7.676203928,10.95353444,8.746645317,5.997179481,7.424342677,8.872742589,7.706882757,6.330633688,3.340435511,2.874198915,4.927934369,5.14617457,4.634610692,4.833558055,12.38049353,9.446678057,7.044558053,5.030468511,5.812195279,6.204872367,6.907755953,9.421006542,8.213964475,6.573471479,3.576074627,1.952102418,6.2850341,1.183600846,3.440511086,1.738378743,3.365318799,7.276394304,4.211681972,5.359046707,7.21473681,8.301052572,8.428360173,10.52937199,8.662970945,7.370495616,9.387297912,9.254808961,9.258344607,4.813581124,5.967016397,7.078748582,6.172507517,4.782188369,10.30327846,5.174913702,0,6.004705872,6.828352317,5.926398003,3.22970481,7.709593923,6.761657602,5.177060688,8.199799924,5.625033723,6.448549152
10.19833453,6.041897847,8.394381233,9.360370861,12.80762661,11.18230123,9.562459957,8.900613258,9.690539317,10.87702334,9.300169495,9.043254268,5.69852688,9.900196614,7.461913214,6.678790256,8.241396899,7.686500527,7.794480851,7.342608078,7.817322665,10.11573296,8.725195817,6.093828459,7.523852034,9.148725696,6.845740933,7.286123386,5.996621493,6.56789829,6.557707226,6.405296364,6.910972452,7.704374016,3.203977903,7.075789316,6.079503984,7.488715833,4.911519023,7.62470774,5.279794417,6.855292093,7.631664542,5.543471137,3.038864572,8.748155943,5.873488408,3.547511524,7.369361785,5.251079015,5.883124682,5.416701274,0,8.353671747,3.646646547,4.776662003,4.679384386,5.98028584,0,5.095245097,7.01664117,8.245951947,3.948862452,10.99741238,7.272265858,8.787876447,7.683619265,8.716946324,9.461252282,3.744580923,2.099938129,3.988575629,6.937850471,4.927749523,0.357939299,3.427366151,4.443387844,6.347970319,8.1462479,7.055369212,7.349639508,9.384362858,9.560348121,7.736185426,7.963190875,7.708697663,8.33984555,6.682039491,8.30597508,7.820217264,10.14813335,8.880951782,4.88503252,7.439540031,8.259140642,6.654538652,6.455516279,3.521465389,4.090065829,4.999986475,5.422021022,3.749963258,6.182446001,12.14902305,9.64043656,6.823278064,4.173791049,5.659910291,5.917099926,6.263312398,8.414050945,7.833838844,6.287738232,4.33725438,1.126959645,6.098545886,3.778155999,3.068813526,2.46409578,3.746441765,6.802451741,4.453438561,5.314152694,6.983540897,7.287647745,8.323788873,10.68020127,8.908743869,7.357235281,10.2039597,9.553631214,11.42296354,5.039778864,5.790618274,8.092973793,6.580960992,6.606563632,9.193537681,5.270999797,0.658478399,6.136681527,6.95767088,6.238251863,3.027598189,7.918207318,6.774154507,4.051841902,8.297897548,7.377262597,8.456374952
